Instance|Question|Answer|Label
Making any kind of big change can be rough , but I just turned 18 and wanted to move out of my parent 's house . I looked online and through ads until I found an affordable flat that I wanted to look at . After setting up an appointment , I went to visit the flat and liked the inside of the home a lot . Then , I asked a few of my buddies to help me move in the following weekend . We brought all of my packed boxes into the new flat and started setting up my new place . Eventually , I forgot about how sad I felt about moving my parents , and really enjoyed being on my own . Moving into my new flat is one of the best experiences of my life .|When did they have their own place and space?|When in high school|0
Making any kind of big change can be rough , but I just turned 18 and wanted to move out of my parent 's house . I looked online and through ads until I found an affordable flat that I wanted to look at . After setting up an appointment , I went to visit the flat and liked the inside of the home a lot . Then , I asked a few of my buddies to help me move in the following weekend . We brought all of my packed boxes into the new flat and started setting up my new place . Eventually , I forgot about how sad I felt about moving my parents , and really enjoyed being on my own . Moving into my new flat is one of the best experiences of my life .|When did they have their own place and space?|When the person moved out of the parent's house|1
Making any kind of big change can be rough , but I just turned 18 and wanted to move out of my parent 's house . I looked online and through ads until I found an affordable flat that I wanted to look at . After setting up an appointment , I went to visit the flat and liked the inside of the home a lot . Then , I asked a few of my buddies to help me move in the following weekend . We brought all of my packed boxes into the new flat and started setting up my new place . Eventually , I forgot about how sad I felt about moving my parents , and really enjoyed being on my own . Moving into my new flat is one of the best experiences of my life .|What were they proud to have?|appointment|0
Making any kind of big change can be rough , but I just turned 18 and wanted to move out of my parent 's house . I looked online and through ads until I found an affordable flat that I wanted to look at . After setting up an appointment , I went to visit the flat and liked the inside of the home a lot . Then , I asked a few of my buddies to help me move in the following weekend . We brought all of my packed boxes into the new flat and started setting up my new place . Eventually , I forgot about how sad I felt about moving my parents , and really enjoyed being on my own . Moving into my new flat is one of the best experiences of my life .|What were they proud to have?|a new flat|1
Making any kind of big change can be rough , but I just turned 18 and wanted to move out of my parent 's house . I looked online and through ads until I found an affordable flat that I wanted to look at . After setting up an appointment , I went to visit the flat and liked the inside of the home a lot . Then , I asked a few of my buddies to help me move in the following weekend . We brought all of my packed boxes into the new flat and started setting up my new place . Eventually , I forgot about how sad I felt about moving my parents , and really enjoyed being on my own . Moving into my new flat is one of the best experiences of my life .|When did they put down a security deposit?|at parent's house|0
Making any kind of big change can be rough , but I just turned 18 and wanted to move out of my parent 's house . I looked online and through ads until I found an affordable flat that I wanted to look at . After setting up an appointment , I went to visit the flat and liked the inside of the home a lot . Then , I asked a few of my buddies to help me move in the following weekend . We brought all of my packed boxes into the new flat and started setting up my new place . Eventually , I forgot about how sad I felt about moving my parents , and really enjoyed being on my own . Moving into my new flat is one of the best experiences of my life .|When did they put down a security deposit?|before moving into the new flat|1
After a day or two , the hair gets dirty . It gets harder to comb and needs to be washed . To do so , most people jump in the shower or bath and wet their hair first . Then they take shampoo and put a little bit in the hand , then rub it all over their hair . Then they wait a few seconds or a few minutes and rub the scalp as well to make sure they get rid of dandruff - some kind of dead skin . So they put another dose of shampoo in the hand and wash their hair again . Shampoo can not go in the eyes because it might burn . After the shampoo is on the head , and it has been rubbed in to clean the scalp , the most important thing is to rinse it with lots of clear warm water . The easiest way is to rub it with a dry towel , but some people like to use a hairdryer . Once the hair is dry , it can be combed any way the person likes , but it is important to avoid putting styling gels and other chemical on it too often to keep it healthy .|What is important to do?|to put in styling gels.|0
After a day or two , the hair gets dirty . It gets harder to comb and needs to be washed . To do so , most people jump in the shower or bath and wet their hair first . Then they take shampoo and put a little bit in the hand , then rub it all over their hair . Then they wait a few seconds or a few minutes and rub the scalp as well to make sure they get rid of dandruff - some kind of dead skin . So they put another dose of shampoo in the hand and wash their hair again . Shampoo can not go in the eyes because it might burn . After the shampoo is on the head , and it has been rubbed in to clean the scalp , the most important thing is to rinse it with lots of clear warm water . The easiest way is to rub it with a dry towel , but some people like to use a hairdryer . Once the hair is dry , it can be combed any way the person likes , but it is important to avoid putting styling gels and other chemical on it too often to keep it healthy .|What is important to do?|to rinse|1
After a day or two , the hair gets dirty . It gets harder to comb and needs to be washed . To do so , most people jump in the shower or bath and wet their hair first . Then they take shampoo and put a little bit in the hand , then rub it all over their hair . Then they wait a few seconds or a few minutes and rub the scalp as well to make sure they get rid of dandruff - some kind of dead skin . So they put another dose of shampoo in the hand and wash their hair again . Shampoo can not go in the eyes because it might burn . After the shampoo is on the head , and it has been rubbed in to clean the scalp , the most important thing is to rinse it with lots of clear warm water . The easiest way is to rub it with a dry towel , but some people like to use a hairdryer . Once the hair is dry , it can be combed any way the person likes , but it is important to avoid putting styling gels and other chemical on it too often to keep it healthy .|How long should the hair be dried for?|until it is no longer wet|1
After a day or two , the hair gets dirty . It gets harder to comb and needs to be washed . To do so , most people jump in the shower or bath and wet their hair first . Then they take shampoo and put a little bit in the hand , then rub it all over their hair . Then they wait a few seconds or a few minutes and rub the scalp as well to make sure they get rid of dandruff - some kind of dead skin . So they put another dose of shampoo in the hand and wash their hair again . Shampoo can not go in the eyes because it might burn . After the shampoo is on the head , and it has been rubbed in to clean the scalp , the most important thing is to rinse it with lots of clear warm water . The easiest way is to rub it with a dry towel , but some people like to use a hairdryer . Once the hair is dry , it can be combed any way the person likes , but it is important to avoid putting styling gels and other chemical on it too often to keep it healthy .|How long should the hair be dried for?|for an hour.|0
After a day or two , the hair gets dirty . It gets harder to comb and needs to be washed . To do so , most people jump in the shower or bath and wet their hair first . Then they take shampoo and put a little bit in the hand , then rub it all over their hair . Then they wait a few seconds or a few minutes and rub the scalp as well to make sure they get rid of dandruff - some kind of dead skin . So they put another dose of shampoo in the hand and wash their hair again . Shampoo can not go in the eyes because it might burn . After the shampoo is on the head , and it has been rubbed in to clean the scalp , the most important thing is to rinse it with lots of clear warm water . The easiest way is to rub it with a dry towel , but some people like to use a hairdryer . Once the hair is dry , it can be combed any way the person likes , but it is important to avoid putting styling gels and other chemical on it too often to keep it healthy .|What is still dry if the shampoo doesn't make much foam?|The water.|0
After a day or two , the hair gets dirty . It gets harder to comb and needs to be washed . To do so , most people jump in the shower or bath and wet their hair first . Then they take shampoo and put a little bit in the hand , then rub it all over their hair . Then they wait a few seconds or a few minutes and rub the scalp as well to make sure they get rid of dandruff - some kind of dead skin . So they put another dose of shampoo in the hand and wash their hair again . Shampoo can not go in the eyes because it might burn . After the shampoo is on the head , and it has been rubbed in to clean the scalp , the most important thing is to rinse it with lots of clear warm water . The easiest way is to rub it with a dry towel , but some people like to use a hairdryer . Once the hair is dry , it can be combed any way the person likes , but it is important to avoid putting styling gels and other chemical on it too often to keep it healthy .|What is still dry if the shampoo doesn't make much foam?|their hair|1
After a day or two , the hair gets dirty . It gets harder to comb and needs to be washed . To do so , most people jump in the shower or bath and wet their hair first . Then they take shampoo and put a little bit in the hand , then rub it all over their hair . Then they wait a few seconds or a few minutes and rub the scalp as well to make sure they get rid of dandruff - some kind of dead skin . So they put another dose of shampoo in the hand and wash their hair again . Shampoo can not go in the eyes because it might burn . After the shampoo is on the head , and it has been rubbed in to clean the scalp , the most important thing is to rinse it with lots of clear warm water . The easiest way is to rub it with a dry towel , but some people like to use a hairdryer . Once the hair is dry , it can be combed any way the person likes , but it is important to avoid putting styling gels and other chemical on it too often to keep it healthy .|What does the shampoo make much of when the hair is not dry?|gel|0
After a day or two , the hair gets dirty . It gets harder to comb and needs to be washed . To do so , most people jump in the shower or bath and wet their hair first . Then they take shampoo and put a little bit in the hand , then rub it all over their hair . Then they wait a few seconds or a few minutes and rub the scalp as well to make sure they get rid of dandruff - some kind of dead skin . So they put another dose of shampoo in the hand and wash their hair again . Shampoo can not go in the eyes because it might burn . After the shampoo is on the head , and it has been rubbed in to clean the scalp , the most important thing is to rinse it with lots of clear warm water . The easiest way is to rub it with a dry towel , but some people like to use a hairdryer . Once the hair is dry , it can be combed any way the person likes , but it is important to avoid putting styling gels and other chemical on it too often to keep it healthy .|What does the shampoo make much of when the hair is not dry?|foam|1
After a day or two , the hair gets dirty . It gets harder to comb and needs to be washed . To do so , most people jump in the shower or bath and wet their hair first . Then they take shampoo and put a little bit in the hand , then rub it all over their hair . Then they wait a few seconds or a few minutes and rub the scalp as well to make sure they get rid of dandruff - some kind of dead skin . So they put another dose of shampoo in the hand and wash their hair again . Shampoo can not go in the eyes because it might burn . After the shampoo is on the head , and it has been rubbed in to clean the scalp , the most important thing is to rinse it with lots of clear warm water . The easiest way is to rub it with a dry towel , but some people like to use a hairdryer . Once the hair is dry , it can be combed any way the person likes , but it is important to avoid putting styling gels and other chemical on it too often to keep it healthy .|When does the shampoo make much foam?|when rubbed on the arm|0
After a day or two , the hair gets dirty . It gets harder to comb and needs to be washed . To do so , most people jump in the shower or bath and wet their hair first . Then they take shampoo and put a little bit in the hand , then rub it all over their hair . Then they wait a few seconds or a few minutes and rub the scalp as well to make sure they get rid of dandruff - some kind of dead skin . So they put another dose of shampoo in the hand and wash their hair again . Shampoo can not go in the eyes because it might burn . After the shampoo is on the head , and it has been rubbed in to clean the scalp , the most important thing is to rinse it with lots of clear warm water . The easiest way is to rub it with a dry towel , but some people like to use a hairdryer . Once the hair is dry , it can be combed any way the person likes , but it is important to avoid putting styling gels and other chemical on it too often to keep it healthy .|When does the shampoo make much foam?|when the hair is wet|1
After a day or two , the hair gets dirty . It gets harder to comb and needs to be washed . To do so , most people jump in the shower or bath and wet their hair first . Then they take shampoo and put a little bit in the hand , then rub it all over their hair . Then they wait a few seconds or a few minutes and rub the scalp as well to make sure they get rid of dandruff - some kind of dead skin . So they put another dose of shampoo in the hand and wash their hair again . Shampoo can not go in the eyes because it might burn . After the shampoo is on the head , and it has been rubbed in to clean the scalp , the most important thing is to rinse it with lots of clear warm water . The easiest way is to rub it with a dry towel , but some people like to use a hairdryer . Once the hair is dry , it can be combed any way the person likes , but it is important to avoid putting styling gels and other chemical on it too often to keep it healthy .|What does the shampoo do?|styles hair|0
After a day or two , the hair gets dirty . It gets harder to comb and needs to be washed . To do so , most people jump in the shower or bath and wet their hair first . Then they take shampoo and put a little bit in the hand , then rub it all over their hair . Then they wait a few seconds or a few minutes and rub the scalp as well to make sure they get rid of dandruff - some kind of dead skin . So they put another dose of shampoo in the hand and wash their hair again . Shampoo can not go in the eyes because it might burn . After the shampoo is on the head , and it has been rubbed in to clean the scalp , the most important thing is to rinse it with lots of clear warm water . The easiest way is to rub it with a dry towel , but some people like to use a hairdryer . Once the hair is dry , it can be combed any way the person likes , but it is important to avoid putting styling gels and other chemical on it too often to keep it healthy .|What does the shampoo do?|Cleans hair|1
This summer is quickly approaching and I do n't really have any clothes , so I decided to go to the mall . This one store , Sears had a sign for a big sale , so I checked there first . After asking a clerk where the women 's clothing department was , I found a rack of clothes with half off shorts ! I was so happy and tried 5 pairs on . Next , I went to find some shirts to match . I tried on many shirts , because they 're all different brands , and ended up finding 4 tank tops that fit nicely . I went to the checkout counter and bought all of the clothes that i 'd found.The nice employee gave me an additional discount since I am a loyal customer . I left the store happy with my experience and eager to tell my friends about it and show them my new clothes !|Why did they put the shorts in their cart?|to leave in the store|0
This summer is quickly approaching and I do n't really have any clothes , so I decided to go to the mall . This one store , Sears had a sign for a big sale , so I checked there first . After asking a clerk where the women 's clothing department was , I found a rack of clothes with half off shorts ! I was so happy and tried 5 pairs on . Next , I went to find some shirts to match . I tried on many shirts , because they 're all different brands , and ended up finding 4 tank tops that fit nicely . I went to the checkout counter and bought all of the clothes that i 'd found.The nice employee gave me an additional discount since I am a loyal customer . I left the store happy with my experience and eager to tell my friends about it and show them my new clothes !|Why did they put the shorts in their cart?|to buy on sale|1
This summer is quickly approaching and I do n't really have any clothes , so I decided to go to the mall . This one store , Sears had a sign for a big sale , so I checked there first . After asking a clerk where the women 's clothing department was , I found a rack of clothes with half off shorts ! I was so happy and tried 5 pairs on . Next , I went to find some shirts to match . I tried on many shirts , because they 're all different brands , and ended up finding 4 tank tops that fit nicely . I went to the checkout counter and bought all of the clothes that i 'd found.The nice employee gave me an additional discount since I am a loyal customer . I left the store happy with my experience and eager to tell my friends about it and show them my new clothes !|Where did they put the shorts that fit?|in the cart|1
This summer is quickly approaching and I do n't really have any clothes , so I decided to go to the mall . This one store , Sears had a sign for a big sale , so I checked there first . After asking a clerk where the women 's clothing department was , I found a rack of clothes with half off shorts ! I was so happy and tried 5 pairs on . Next , I went to find some shirts to match . I tried on many shirts , because they 're all different brands , and ended up finding 4 tank tops that fit nicely . I went to the checkout counter and bought all of the clothes that i 'd found.The nice employee gave me an additional discount since I am a loyal customer . I left the store happy with my experience and eager to tell my friends about it and show them my new clothes !|Where did they put the shorts that fit?|on the checkout counter|0
This summer is quickly approaching and I do n't really have any clothes , so I decided to go to the mall . This one store , Sears had a sign for a big sale , so I checked there first . After asking a clerk where the women 's clothing department was , I found a rack of clothes with half off shorts ! I was so happy and tried 5 pairs on . Next , I went to find some shirts to match . I tried on many shirts , because they 're all different brands , and ended up finding 4 tank tops that fit nicely . I went to the checkout counter and bought all of the clothes that i 'd found.The nice employee gave me an additional discount since I am a loyal customer . I left the store happy with my experience and eager to tell my friends about it and show them my new clothes !|What did they put in their cart?|towels and washclothes|0
This summer is quickly approaching and I do n't really have any clothes , so I decided to go to the mall . This one store , Sears had a sign for a big sale , so I checked there first . After asking a clerk where the women 's clothing department was , I found a rack of clothes with half off shorts ! I was so happy and tried 5 pairs on . Next , I went to find some shirts to match . I tried on many shirts , because they 're all different brands , and ended up finding 4 tank tops that fit nicely . I went to the checkout counter and bought all of the clothes that i 'd found.The nice employee gave me an additional discount since I am a loyal customer . I left the store happy with my experience and eager to tell my friends about it and show them my new clothes !|What did they put in their cart?|shorts and tanks|1
This summer is quickly approaching and I do n't really have any clothes , so I decided to go to the mall . This one store , Sears had a sign for a big sale , so I checked there first . After asking a clerk where the women 's clothing department was , I found a rack of clothes with half off shorts ! I was so happy and tried 5 pairs on . Next , I went to find some shirts to match . I tried on many shirts , because they 're all different brands , and ended up finding 4 tank tops that fit nicely . I went to the checkout counter and bought all of the clothes that i 'd found.The nice employee gave me an additional discount since I am a loyal customer . I left the store happy with my experience and eager to tell my friends about it and show them my new clothes !|When did they put the shorts in the cart.|before trying|0
This summer is quickly approaching and I do n't really have any clothes , so I decided to go to the mall . This one store , Sears had a sign for a big sale , so I checked there first . After asking a clerk where the women 's clothing department was , I found a rack of clothes with half off shorts ! I was so happy and tried 5 pairs on . Next , I went to find some shirts to match . I tried on many shirts , because they 're all different brands , and ended up finding 4 tank tops that fit nicely . I went to the checkout counter and bought all of the clothes that i 'd found.The nice employee gave me an additional discount since I am a loyal customer . I left the store happy with my experience and eager to tell my friends about it and show them my new clothes !|When did they put the shorts in the cart.|after trying them on|1
My friend had gone to the market and bought all these annual plants for my garden for my birthday . It was such a surprise but now I need to get them in the ground before they wilt and die . I begin gathering my tools . I need to have my hose set up so once they are in the ground , I can water them . I also need a bag of bark . I begin by placing each plant where I think I want it . I want to be sure it looks good in that area and after checking the tag to be sure they will be in the best area for kind of sunlight they need to grow , I 'm ready to get started digging . I dig a hole several inches deeper and wider than the pot , pull the plant out of the pot and place in the hole . Then grab the hose to water and cover with bark . The plants should grow nicely in their new home .|When did they fill the hole?|After digging it|1
My friend had gone to the market and bought all these annual plants for my garden for my birthday . It was such a surprise but now I need to get them in the ground before they wilt and die . I begin gathering my tools . I need to have my hose set up so once they are in the ground , I can water them . I also need a bag of bark . I begin by placing each plant where I think I want it . I want to be sure it looks good in that area and after checking the tag to be sure they will be in the best area for kind of sunlight they need to grow , I 'm ready to get started digging . I dig a hole several inches deeper and wider than the pot , pull the plant out of the pot and place in the hole . Then grab the hose to water and cover with bark . The plants should grow nicely in their new home .|When did they fill the hole?|after watering the plant|0
My friend had gone to the market and bought all these annual plants for my garden for my birthday . It was such a surprise but now I need to get them in the ground before they wilt and die . I begin gathering my tools . I need to have my hose set up so once they are in the ground , I can water them . I also need a bag of bark . I begin by placing each plant where I think I want it . I want to be sure it looks good in that area and after checking the tag to be sure they will be in the best area for kind of sunlight they need to grow , I 'm ready to get started digging . I dig a hole several inches deeper and wider than the pot , pull the plant out of the pot and place in the hole . Then grab the hose to water and cover with bark . The plants should grow nicely in their new home .|What is the soil mixed with?|fertilizer|1
My friend had gone to the market and bought all these annual plants for my garden for my birthday . It was such a surprise but now I need to get them in the ground before they wilt and die . I begin gathering my tools . I need to have my hose set up so once they are in the ground , I can water them . I also need a bag of bark . I begin by placing each plant where I think I want it . I want to be sure it looks good in that area and after checking the tag to be sure they will be in the best area for kind of sunlight they need to grow , I 'm ready to get started digging . I dig a hole several inches deeper and wider than the pot , pull the plant out of the pot and place in the hole . Then grab the hose to water and cover with bark . The plants should grow nicely in their new home .|What is the soil mixed with?|weeds|0
My friend had gone to the market and bought all these annual plants for my garden for my birthday . It was such a surprise but now I need to get them in the ground before they wilt and die . I begin gathering my tools . I need to have my hose set up so once they are in the ground , I can water them . I also need a bag of bark . I begin by placing each plant where I think I want it . I want to be sure it looks good in that area and after checking the tag to be sure they will be in the best area for kind of sunlight they need to grow , I 'm ready to get started digging . I dig a hole several inches deeper and wider than the pot , pull the plant out of the pot and place in the hole . Then grab the hose to water and cover with bark . The plants should grow nicely in their new home .|What is around the plant?|soil|1
My friend had gone to the market and bought all these annual plants for my garden for my birthday . It was such a surprise but now I need to get them in the ground before they wilt and die . I begin gathering my tools . I need to have my hose set up so once they are in the ground , I can water them . I also need a bag of bark . I begin by placing each plant where I think I want it . I want to be sure it looks good in that area and after checking the tag to be sure they will be in the best area for kind of sunlight they need to grow , I 'm ready to get started digging . I dig a hole several inches deeper and wider than the pot , pull the plant out of the pot and place in the hole . Then grab the hose to water and cover with bark . The plants should grow nicely in their new home .|What is around the plant?|water|0
My friend had gone to the market and bought all these annual plants for my garden for my birthday . It was such a surprise but now I need to get them in the ground before they wilt and die . I begin gathering my tools . I need to have my hose set up so once they are in the ground , I can water them . I also need a bag of bark . I begin by placing each plant where I think I want it . I want to be sure it looks good in that area and after checking the tag to be sure they will be in the best area for kind of sunlight they need to grow , I 'm ready to get started digging . I dig a hole several inches deeper and wider than the pot , pull the plant out of the pot and place in the hole . Then grab the hose to water and cover with bark . The plants should grow nicely in their new home .|What does the soil and fertilizer fill?|the hole around the plant|1
My friend had gone to the market and bought all these annual plants for my garden for my birthday . It was such a surprise but now I need to get them in the ground before they wilt and die . I begin gathering my tools . I need to have my hose set up so once they are in the ground , I can water them . I also need a bag of bark . I begin by placing each plant where I think I want it . I want to be sure it looks good in that area and after checking the tag to be sure they will be in the best area for kind of sunlight they need to grow , I 'm ready to get started digging . I dig a hole several inches deeper and wider than the pot , pull the plant out of the pot and place in the hole . Then grab the hose to water and cover with bark . The plants should grow nicely in their new home .|What does the soil and fertilizer fill?|the pot|0
My friend had gone to the market and bought all these annual plants for my garden for my birthday . It was such a surprise but now I need to get them in the ground before they wilt and die . I begin gathering my tools . I need to have my hose set up so once they are in the ground , I can water them . I also need a bag of bark . I begin by placing each plant where I think I want it . I want to be sure it looks good in that area and after checking the tag to be sure they will be in the best area for kind of sunlight they need to grow , I 'm ready to get started digging . I dig a hole several inches deeper and wider than the pot , pull the plant out of the pot and place in the hole . Then grab the hose to water and cover with bark . The plants should grow nicely in their new home .|Where do they put the soil mixture in?|a plant pot|0
My friend had gone to the market and bought all these annual plants for my garden for my birthday . It was such a surprise but now I need to get them in the ground before they wilt and die . I begin gathering my tools . I need to have my hose set up so once they are in the ground , I can water them . I also need a bag of bark . I begin by placing each plant where I think I want it . I want to be sure it looks good in that area and after checking the tag to be sure they will be in the best area for kind of sunlight they need to grow , I 'm ready to get started digging . I dig a hole several inches deeper and wider than the pot , pull the plant out of the pot and place in the hole . Then grab the hose to water and cover with bark . The plants should grow nicely in their new home .|Where do they put the soil mixture in?|the hole around the plant|1
My friend had gone to the market and bought all these annual plants for my garden for my birthday . It was such a surprise but now I need to get them in the ground before they wilt and die . I begin gathering my tools . I need to have my hose set up so once they are in the ground , I can water them . I also need a bag of bark . I begin by placing each plant where I think I want it . I want to be sure it looks good in that area and after checking the tag to be sure they will be in the best area for kind of sunlight they need to grow , I 'm ready to get started digging . I dig a hole several inches deeper and wider than the pot , pull the plant out of the pot and place in the hole . Then grab the hose to water and cover with bark . The plants should grow nicely in their new home .|What is being patted?|soil|1
My friend had gone to the market and bought all these annual plants for my garden for my birthday . It was such a surprise but now I need to get them in the ground before they wilt and die . I begin gathering my tools . I need to have my hose set up so once they are in the ground , I can water them . I also need a bag of bark . I begin by placing each plant where I think I want it . I want to be sure it looks good in that area and after checking the tag to be sure they will be in the best area for kind of sunlight they need to grow , I 'm ready to get started digging . I dig a hole several inches deeper and wider than the pot , pull the plant out of the pot and place in the hole . Then grab the hose to water and cover with bark . The plants should grow nicely in their new home .|What is being patted?|the plant|0
I live on a large property of apartments that has several nice activities for it 's residents to enjoy . One of my favorite activities is tennis ! I own 3 different rackets , all different colors , and like to experiment with each one . My neighbor Bill , who enjoys tennis as much as me , usually meets me on Tuesday afternoons for a few quick matches . We start by warming up before we get into playing with each other . The ball goes back and forth until someone misses a shot , or the ball goes out of bounds . The person who served gets the points and the person returning gets the ball to serve if they win . Bill has been playing for about 10 years longer than me , so he usually ends up winning .|How long does it take to serve the ball to the other person?|A few minutes|0
I live on a large property of apartments that has several nice activities for it 's residents to enjoy . One of my favorite activities is tennis ! I own 3 different rackets , all different colors , and like to experiment with each one . My neighbor Bill , who enjoys tennis as much as me , usually meets me on Tuesday afternoons for a few quick matches . We start by warming up before we get into playing with each other . The ball goes back and forth until someone misses a shot , or the ball goes out of bounds . The person who served gets the points and the person returning gets the ball to serve if they win . Bill has been playing for about 10 years longer than me , so he usually ends up winning .|How long does it take to serve the ball to the other person?|A few seconds|1
I live on a large property of apartments that has several nice activities for it 's residents to enjoy . One of my favorite activities is tennis ! I own 3 different rackets , all different colors , and like to experiment with each one . My neighbor Bill , who enjoys tennis as much as me , usually meets me on Tuesday afternoons for a few quick matches . We start by warming up before we get into playing with each other . The ball goes back and forth until someone misses a shot , or the ball goes out of bounds . The person who served gets the points and the person returning gets the ball to serve if they win . Bill has been playing for about 10 years longer than me , so he usually ends up winning .|what does the person serve?|A tennis ball.|1
I live on a large property of apartments that has several nice activities for it 's residents to enjoy . One of my favorite activities is tennis ! I own 3 different rackets , all different colors , and like to experiment with each one . My neighbor Bill , who enjoys tennis as much as me , usually meets me on Tuesday afternoons for a few quick matches . We start by warming up before we get into playing with each other . The ball goes back and forth until someone misses a shot , or the ball goes out of bounds . The person who served gets the points and the person returning gets the ball to serve if they win . Bill has been playing for about 10 years longer than me , so he usually ends up winning .|what does the person serve?|The tennis racket.|0
I live on a large property of apartments that has several nice activities for it 's residents to enjoy . One of my favorite activities is tennis ! I own 3 different rackets , all different colors , and like to experiment with each one . My neighbor Bill , who enjoys tennis as much as me , usually meets me on Tuesday afternoons for a few quick matches . We start by warming up before we get into playing with each other . The ball goes back and forth until someone misses a shot , or the ball goes out of bounds . The person who served gets the points and the person returning gets the ball to serve if they win . Bill has been playing for about 10 years longer than me , so he usually ends up winning .|What does one of the friends start serving?|The points.|0
I live on a large property of apartments that has several nice activities for it 's residents to enjoy . One of my favorite activities is tennis ! I own 3 different rackets , all different colors , and like to experiment with each one . My neighbor Bill , who enjoys tennis as much as me , usually meets me on Tuesday afternoons for a few quick matches . We start by warming up before we get into playing with each other . The ball goes back and forth until someone misses a shot , or the ball goes out of bounds . The person who served gets the points and the person returning gets the ball to serve if they win . Bill has been playing for about 10 years longer than me , so he usually ends up winning .|What does one of the friends start serving?|A tennis ball.|1
I live on a large property of apartments that has several nice activities for it 's residents to enjoy . One of my favorite activities is tennis ! I own 3 different rackets , all different colors , and like to experiment with each one . My neighbor Bill , who enjoys tennis as much as me , usually meets me on Tuesday afternoons for a few quick matches . We start by warming up before we get into playing with each other . The ball goes back and forth until someone misses a shot , or the ball goes out of bounds . The person who served gets the points and the person returning gets the ball to serve if they win . Bill has been playing for about 10 years longer than me , so he usually ends up winning .|who do they serve to?|Each other, alternating.|1
I live on a large property of apartments that has several nice activities for it 's residents to enjoy . One of my favorite activities is tennis ! I own 3 different rackets , all different colors , and like to experiment with each one . My neighbor Bill , who enjoys tennis as much as me , usually meets me on Tuesday afternoons for a few quick matches . We start by warming up before we get into playing with each other . The ball goes back and forth until someone misses a shot , or the ball goes out of bounds . The person who served gets the points and the person returning gets the ball to serve if they win . Bill has been playing for about 10 years longer than me , so he usually ends up winning .|who do they serve to?|The other residents.|0
I live on a large property of apartments that has several nice activities for it 's residents to enjoy . One of my favorite activities is tennis ! I own 3 different rackets , all different colors , and like to experiment with each one . My neighbor Bill , who enjoys tennis as much as me , usually meets me on Tuesday afternoons for a few quick matches . We start by warming up before we get into playing with each other . The ball goes back and forth until someone misses a shot , or the ball goes out of bounds . The person who served gets the points and the person returning gets the ball to serve if they win . Bill has been playing for about 10 years longer than me , so he usually ends up winning .|Who does one friend start serving to?|The audience.|0
I live on a large property of apartments that has several nice activities for it 's residents to enjoy . One of my favorite activities is tennis ! I own 3 different rackets , all different colors , and like to experiment with each one . My neighbor Bill , who enjoys tennis as much as me , usually meets me on Tuesday afternoons for a few quick matches . We start by warming up before we get into playing with each other . The ball goes back and forth until someone misses a shot , or the ball goes out of bounds . The person who served gets the points and the person returning gets the ball to serve if they win . Bill has been playing for about 10 years longer than me , so he usually ends up winning .|Who does one friend start serving to?|The other friend.|1
Yesterday , I looked out the window and saw my mail delivery person driving down my street . The mail truck stopped at my mailbox and put some envelops in my mailbox . Excitedly , I went to my mailbox to retrieve my mail . The letter was address to Granny Hunt followed by my street address . I checked the return address in the upper left hand corner and realized the letter was from my granddaughter , Emily , who is eight years old . I opened the letter . I ca n't wait to come to your house on Sunday . We went swimming yesterday . I wish you had been there . See you soon . Love Emily . I folded the letter and put it back in the envelop so I could keep it in a safe place .|What was inside the envelope?|a letter|1
Yesterday , I looked out the window and saw my mail delivery person driving down my street . The mail truck stopped at my mailbox and put some envelops in my mailbox . Excitedly , I went to my mailbox to retrieve my mail . The letter was address to Granny Hunt followed by my street address . I checked the return address in the upper left hand corner and realized the letter was from my granddaughter , Emily , who is eight years old . I opened the letter . I ca n't wait to come to your house on Sunday . We went swimming yesterday . I wish you had been there . See you soon . Love Emily . I folded the letter and put it back in the envelop so I could keep it in a safe place .|What was inside the envelope?|An ad|0
Yesterday , I looked out the window and saw my mail delivery person driving down my street . The mail truck stopped at my mailbox and put some envelops in my mailbox . Excitedly , I went to my mailbox to retrieve my mail . The letter was address to Granny Hunt followed by my street address . I checked the return address in the upper left hand corner and realized the letter was from my granddaughter , Emily , who is eight years old . I opened the letter . I ca n't wait to come to your house on Sunday . We went swimming yesterday . I wish you had been there . See you soon . Love Emily . I folded the letter and put it back in the envelop so I could keep it in a safe place .|What did they get besides the bills?|A package.|0
Yesterday , I looked out the window and saw my mail delivery person driving down my street . The mail truck stopped at my mailbox and put some envelops in my mailbox . Excitedly , I went to my mailbox to retrieve my mail . The letter was address to Granny Hunt followed by my street address . I checked the return address in the upper left hand corner and realized the letter was from my granddaughter , Emily , who is eight years old . I opened the letter . I ca n't wait to come to your house on Sunday . We went swimming yesterday . I wish you had been there . See you soon . Love Emily . I folded the letter and put it back in the envelop so I could keep it in a safe place .|What did they get besides the bills?|a letter from Emily|1
Yesterday , I looked out the window and saw my mail delivery person driving down my street . The mail truck stopped at my mailbox and put some envelops in my mailbox . Excitedly , I went to my mailbox to retrieve my mail . The letter was address to Granny Hunt followed by my street address . I checked the return address in the upper left hand corner and realized the letter was from my granddaughter , Emily , who is eight years old . I opened the letter . I ca n't wait to come to your house on Sunday . We went swimming yesterday . I wish you had been there . See you soon . Love Emily . I folded the letter and put it back in the envelop so I could keep it in a safe place .|How was the letter addressed?|to Emily|0
